composition,trial,time,acetate,biomass,butanol,butyrate,ethanol
3,1,4.5,68.2236805429868,0.4005936651583732,8.156772850678777,6.1629529411765045,56.97409321266999
3,1,4.6,66.0584171945705,0.4014950226244366,8.633723981900499,6.313320361990984,58.34810497737588
3,1,4.7,63.73166334841663,0.402942081447966,9.149126696832628,6.437094117647093,59.74304796380123
3,1,4.8,61.3127791855207,0.4049619909502285,9.700605429864305,6.529613574660669,61.16959457013607
3,1,4.9,58.8724524886881,0.4074751131221741,10.283710407239875,6.588437104072434,62.63552941176505
3,1,5.0,56.482698642534245,0.41056561085973076,10.891508597285126,6.6136126696832935,64.14615837104108
3,1,5.1,54.425861215255296,0.4137888817065287,11.489259922430506,6.625026276664511,65.7350891725921
3,1,5.2,52.45556321913378,0.4174158371040723,12.104071040723976,6.610845669036844,67.37275300581769
3,1,5.3,50.57180465416933,0.4214464770523593,12.735941952165476,6.571070846800257,69.05914987071748
3,1,5.4,48.77458552036195,0.42588080155138963,13.384872656755002,6.505701809954749,70.79427976729148
3,1,5.5,47.063905817711664,0.43071881060116335,14.050863154492557,6.4147385585003205,72.5781426955397
3,1,5.6,45.43976554621845,0.4359605042016804,14.733913445378139,6.2981810924369706,74.41073865546211
3,1,5.7,43.90216470588231,0.4416058823529409,15.43402352941175,6.156029411764701,76.29206764705873
3,2,0.0,16.19887511312226,0.30735294117647216,0.09659728506787382,0.2358914027149334,18.896226244343993
3,2,0.1,17.300767420814573,0.3039230769230786,0.11412579185520423,0.33068868778280713,19.3391556561087
3,2,0.2,17.70834751131231,0.29701719457013737,0.12611945701357533,0.3968162895927623,19.329584615384718
3,2,0.3,17.756975565610958,0.28879185520362144,0.13387692307692378,0.43691945701357693,18.925956561086075
3,2,0.4,17.994172850678833,0.2839493212669698,0.13724886877828127,0.454098642533939,18.488533936651685
3,2,0.5,18.63604615384626,0.28100814479638164,0.13594570135746678,0.4500262443438937,18.01701357466073
3,2,0.6,19.937485067873418,0.281303167420816,0.1298316742081455,0.4262407239819027,17.651056108597384
3,2,0.7,22.108600000000123,0.2863710407239835,0.11857194570135811,0.38400271493212873,17.545697737556658
3,2,0.8,25.195223529411905,0.29401176470588397,0.10634027149321326,0.33766425339366696,17.544165610859825
3,2,0.9,29.251839819004687,0.3038977375565628,0.09515746606334896,0.29500090497737724,17.650477828054395
3,2,1.0,34.327466968325986,0.3160352941176488,0.08412941176470637,0.26305610859728656,17.787466968325887
3,2,1.1,40.90780723981923,0.3294561085972868,0.07129411764705926,0.24883529411764854,17.863377375565708
3,2,1.2,48.33091493212696,0.3416868778280561,0.06896561085972894,0.26661900452488846,18.114512217194672
3,2,1.3,56.04810407239849,0.351712217194572,0.08354298642533989,0.32787058823529597,18.604787330316846
3,2,1.4,63.168400904977716,0.35963619909502453,0.11206425339366585,0.4102144796380114,19.324999095022733
3,2,1.5,68.84042986425376,0.36592850678733224,0.1512217194570145,0.49175656108597554,20.300556561086083
3,2,1.6,73.219184615385,0.3719828054298662,0.1997882352941188,0.5622579185520392,21.566043438914143
3,2,1.7,76.39157556561126,0.3772289592760201,0.26249230769230913,0.6393846153846188,23.155088687782936
3,2,1.8,78.33286787330358,0.38183891402715137,0.3389330316742101,0.7229782805429903,25.057898642534074
3,2,1.9,79.09184615384657,0.38609140271493425,0.42808597285068106,0.8125619909502306,27.245692307692458
3,2,2.0,78.79115294117689,0.39010135746606545,0.5279647058823559,0.9070696832579235,29.671039819004683
3,2,2.1,77.62722081448005,0.3941583710407261,0.6356886877828088,1.005184615384621,32.26779457013592
3,2,2.2,75.87339004524928,0.3984470588235316,0.7295420814479677,1.0980009049773813,34.79672850678752
3,2,2.3,73.77768235294158,0.40394117647059047,0.8275058823529456,1.1962705882353006,37.45654117647079
3,2,2.4,71.83263800905016,0.4106561085972873,0.93114389140272,1.2968099547511382,40.0883303167423
3,2,2.5,70.50108506787369,0.41743348416289816,1.0451321266968383,1.3988995475113197,42.66429954751155
3,2,2.6,69.22116380090534,0.423319457013577,1.18219728506788,1.5061701357466146,45.362272398190285
3,2,2.7,68.08025339366553,0.4287728506787354,1.3422018099547584,1.616374660633493,48.07833936651609
3,2,2.8,67.10763710407277,0.43372126696832813,1.5262995475113206,1.7287619909502356,50.7863990950229
3,2,2.9,66.32110497737592,0.43806063348416524,1.7341122171945798,1.8424588235294217,53.46277918552065
3,2,3.0,65.72661538461574,0.44172307692307927,1.9641357466063456,1.9565375565610963,56.086438914027454
3,2,3.1,65.31897194570172,0.4447447963800929,2.2132633484163016,2.070084162895939,58.63896923076955
3,2,3.2,65.08148506787366,0.4472687782805454,2.4770561085972984,2.182200904977387,61.104390045249204
3,2,3.3,64.98563348416324,0.4492742081447988,2.7498814479638156,2.291735746606347,63.469352941176815
3,2,3.4,64.99174117647094,0.4507764705882377,3.0243040723982064,2.3974823529411893,65.72314117647095
3,2,3.5,65.04863891402749,0.4520977375565635,3.291695022624452,2.4984506787330454,67.85746696832616
3,2,3.6,65.09332579185556,0.45332579185520605,3.54216108597287,2.5933257918552175,69.86667420814518
3,2,3.7,65.04500000000034,0.4550000000000025,3.800000000000021,2.6950000000000145,72.0500000000004
3,2,3.8,64.99667420814515,0.45667420814479887,4.057838914027171,2.7966742081448115,74.23332579185559
3,2,3.9,65.13234932126731,0.45832579185520606,4.301104977375589,2.8951493212669837,76.35505067873345
3,2,4.0,65.29525882352978,0.46014117647059083,4.560166515837129,3.0003176470588397,78.62050588235336
3,2,4.1,65.35850226244379,0.461909502262446,4.830077828054325,3.10832579185522,80.94495475113168
3,2,4.2,65.21839909502297,0.4636380090497763,5.106372850678761,3.21603619909504,83.25517737556606
3,2,4.3,64.79428597285103,0.46528144796380344,5.384926696832609,3.3207565610859904,85.48980904977422
3,2,4.4,64.07770769230802,0.4666742081447989,5.635964705882383,3.421301357466082,87.47706696832627
3,2,4.5,62.809664253394,0.4678687782805455,5.892862443438947,3.5182361990950417,89.34309683257968
3,2,4.6,61.097700452489015,0.46886515837104326,6.15957013574664,3.607093212669703,91.09727420814528
3,2,4.7,59.055207239819325,0.46954298642534187,6.439067873303202,3.684195475113142,92.75307873303217
3,2,4.8,56.801621719457316,0.4700000000000025,6.732956561086009,3.7471339366516037,94.3280262443444
3,2,4.9,54.462227149321556,0.47028144796380345,7.042134841628997,3.794426244343912,95.8436009049779
3,2,5.0,52.167814479638295,0.4703122171945726,7.366390045248909,3.8257194570135953,97.32546153846206
3,2,5.1,50.50381370394312,0.47048477698771785,7.702879864253392,3.8492987718164176,98.9553225274725
